time,quote,title,author
15:23,"The Grand High Witch was starting to talk again. ""I am now going to prrrove to you"", she said, ""that this rrrecipe is vurrrking to perrrfection. You understand, of course, that you can set the alarm-clock to go off at any time you like. It does not have to be nine o'clock. So yesterday I am personally prrree-paring a small qvantity of the magic formula in order to give to you a public demonstration. But I am making vun small change in the rrrecipe. Before I am rrroasting the alarm-clock, I am setting it to go off, not at nine o'clock the next morning, but at half-past thrrree the next afternoon. Vhich means half-past thrrree this afternoon. And that"", she said, glancing at her wrist-watch, ""is in prrree-cisely seven minutes' time!""",The Witches,Roald Dahl
15:23,"Three twenty-three! Is that all? Doesn't time - no, I've already said that, thought that. I sit and watch the seconds change on the watch. I used to have a limited edition Rolex worth the price of a new car but I lost it. It was present from...Christine? No, Inez. She got fed up with me always having to ask other people what the time was; embarrassed on my behalf.",Espedair Street,Iain Banks
15:27,"And she rang the Reverend Peters and he came into school at 3.27 pm and he said, 'So, young man, are we ready to roll?' And I did Paper 1 of my Maths A level sitting in the Art Room.",The Curious Incident of the Dog in the Night-time,Mark Haddon
15:27,"And she rang the Reverend Peters and he came into school at 3.27pm and he said, 'So, young man, are we ready to roll?'",The Curious Incident Of The Dog In The Nightime,Mark Haddon
15:30,3.30 p.m. Catch school bus home,The Curious Incident of the Dog in the Night-time,Mark Haddon
15:30,"I must have completed my packing with time to spare, for when the knock came on my door at half past three precisely, I had been sitting in my chair waiting for a good while. I opened the door to a young Chinese man, perhaps not even twenty, dressed in a gown, his hat in his hand. 'I am your driver, sir' he announced softly. If you have suitcase, I will carry.'",When We Were Orphans,Kazuo Ishiguro
15:35,"If Me flashed a little crazy after a restless night of smoking & prowling the darkened house with owl-eyes alert to suspicious noises outside & on the roof, it didn’t inevitably mean she’d still be in such a state when the schoolbus deposited Wolfie back home at 3:35 P.M.",I Am No One You Know: Stories,Joyce Carol Oates
15:37,"The explosion was now officially designated an ""Act of God"". But, thought Dirk, what god? And why? What god would be hanging around Terminal Two of Heathrow Airport trying to catch the 15.37 flight to Oslo?",The Long Dark Tea-time of the Soul,Douglas Adams
15:40,"At three-forty, Cliff called to report that Dilworth and his lady friend were sitting on the deck of the Amazing Grace, eating fruit and sipping wine, reminiscing a lot, laughing a little. “From what we can pick up with directional microphones and from what we can see, I’d say they don’t have any intention of going anywhere. Except maybe to bed. They sure do seem to be a randy old pair.” “Stay with them,” Lem said. “I don’t trust him.”",Watchers,Dean Koontz
15:45,"One meal is enough now, topped up with a glucose shot. Sleep is still 'black', completely unrefreshing. Last night I took a 16 mm. film of the first three hours, screened it this morning at the lab. The first true-horror movie. I looked like a half-animated corpse. Woke 10:25. To sleep 3:45.",The Voices of Time,JG Ballard
15:49,3.49 p.m. Get off school bus at home,The Curious Incident of the Dog in the Night-time,Mark Haddon
15:49,But there were more bad things than good things. And one of them was that Mother didn't get back from work til 5.30 pm so I had to go to Father's house between 3.49 pm and 5.30 pm because I wasn't allowed to be on my own and Mother said I didn't have a choice so I pushed the bed against the door in case Father tried to come in.,The Curious Incident of the Dog in the Night-time,Mark Haddon
15:50,3.50 p.m. Have juice and snack,The Curious Incident of the Dog in the Night-time,Mark Haddon
15:55,3.55 p.m. Give Toby food and water,The Curious Incident of the Dog in the Night-time,Mark Haddon
15:57,"It was close upon four before the door opened, and a drunken-looking groom, ill-kempt and side-whiskered with an inflamed face and disreputable clothes, walked into the room. Accustomed as I was to my friend's amazing powers in the use of disguises, I had to look three times before I was certain that it was indeed he.",The Adventures of Sherlock Holmes,Arthur Conan Doyle
16:00,"Four o'clock: when time in the city quivers on its axis - the day not yet spent, the wheels of evening just beginning to turn. The handover hour, was how Marius liked to think of it.",The Act of Love,Howard Jacobson
16:00,"... when they all sat down to table at four o'clock, about three hours after his arrival, he had secured his lady, engaged her mother's consent, and was not only in the rapturous profession of the lover, but, in the reality of reason and truth, one of the happiest of men.",Sense and Sensibility,Jane Austen
16:00,"""What else can I answer, When the lights come on at four At the end of another year""",“Toads Revisited” - The Whitsun Weddings,Philip Larkin
16:00,"Four o'clock: wedge-shaped gardens lie Under a cavernous, a wind-picked sky.",Sad Steps,Philip Larkin
16:00,"It was my turn to cook the evening meal so I didn't linger in the common room. It was exactly 4 o'clock as I made my way out of the building, and doors opened behind and before me, discharging salvos of vocal babble and the noise of chair-legs scraping on wooden floors.",Deaf Sentence,David Lodge
16:00,"I doubt whether anyone was commissioned to send the news along the actual telegraph, and yet Mrs. Proudie knew it before four o'clock. But she did not know it quite accurately.'Bishop', she said, standing at her husband's study door. 'They have committed that man to gaol. There was no help for them unless they had forsworn themselves.'",The Last Chronicle of Barset,Anthony Trollope
16:00,"Towards four o'clock the condition of the English army was serious. The Prince of Orange was in command of the centre, Hill of the right wing, Picton of the left wing. The Prince of Orange, desperate and intrepid, shouted to the Hollando-Belgians: ""Nassau! Brunswick! Never retreat!""",Les Miserables,Victor Hugo
16:00,"Miss Douce took Boylan's coin, struck boldly the cashregister. It clanged. Clock clacked. Fair one of Egypt teased and sorted in the till and hummed and handed coins in change. Look to the west. A clack. For me. —What time is that? asked Blazes Boylan. Four? O'clock. Lenehan, small eyes ahunger on her humming, bust ahumming, tugged Blazes Boylan's elbowsleeve. —Let's hear the time, he said.",Ulysses,James Joyce
16:00,"He played for twenty-two days, just as he said he would. Every day at four o'cock in the afternoon, regardless of how much fighting was going on around him.",The Cellist Of Sarajevo,Steven Galloway
16:00,"In the end, it was the Sunday afternoons he couldn’t cope with, and that terrible listlessness that starts to set in about 2.55, when you know you’ve had all the baths you can usefully have that day, that however hard you stare at any given paragraph in the newspaper you will never actually read it, or use the revolutionary new pruning technique it describes, and that as you stare at the clock the hands will move relentlessly on to four o’clock, and you will enter the long dark teatime of the soul.","Life, the universe and everything",Douglas Adams
